OBJECTID,AGENCYNAME,SOURCE,AGENCYUNIQUEID,LASTMODIFIEDDATE,MODIFIEDBY,SOURCECOMMENTS,Date_Data_Applies_To,GlobalID
2729,Fresno County Service Area No 39 A&B,CDPH,946,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{843CD2EE-829A-4EE1-8B62-84B77B9A39D4}
2730,Ham's Station,CDPH,1124,2011-07-22T12:04:46.000Z,source,,2011-07-22T12:04:46.000Z,{F75C4851-E927-4888-B05E-4E6E95A46BFF}
2731,California American Water Company - Larkfield,CDPH,365,2011-07-07T14:12:29.000Z,source,,2011-07-07T14:12:29.000Z,{D952A9C2-5BC3-40BA-96AC-75CA41027AA6}
2732,Los Angeles County Waterworks District 04,CDPH,1479,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{B8220957-859C-4BD4-8689-C2E77E802A48}
2733,Rawson Creek Mutual Water Company,CDPH,2017,2012-10-31T16:15:39.000Z,source,,2012-10-31T16:15:39.000Z,{42C07070-8B4B-463E-8336-71C508DDCE20}
2734,Plavada Community Association,CDPH,1934,2012-12-18T13:03:03.000Z,source,,2012-12-18T13:03:03.000Z,{5108E25E-09F5-4414-8F88-89D9CAE0C90C}
2735,Orchard Lane Water System No 09,CDPH,1806,2011-09-04T11:51:18.000Z,source,,2011-09-04T11:51:18.000Z,{8C90AF0B-0539-4A32-BC1F-4BFD48A834E4}
2736,River's Bend Resort,CDPH,2081,2011-10-03T15:25:37.000Z,source,,2011-10-03T15:25:37.000Z,{72638A23-28EA-438A-85D2-E0CCAEE2D0C7}
2737,US Navy  Point Mugunas,CDPH,2586,2013-08-22T17:19:15.000Z,source,,2013-08-22T17:19:15.000Z,{67EB39DF-0C2D-42AF-9DE6-7DAF8815BAEE}
2738,Del Monte Farms Road Water System No 03,CDPH,693,2011-09-04T11:50:01.000Z,source,,2011-09-04T11:50:01.000Z,{C656F41B-5F76-4EA2-A7C4-3F4BC1C3F44C}
2739,Z Ranch Mutual Water Company,CDPH,2795,2013-05-23T09:45:49.000Z,source,,2013-05-23T09:45:49.000Z,{F8760A2B-F77E-42DB-B8CB-B2706449F11A}
2740,Badger Hill Estates,CDPH,121,2012-08-22T15:38:16.000Z,source,,2012-08-22T15:38:16.000Z,{3BF4A2AC-027B-41EB-A068-A98382441299}
2741,Bidwell Park Golf Course,CDPH,195,2011-07-28T14:29:09.000Z,source,,2011-07-28T14:29:09.000Z,{0D70C56C-12C9-43B8-AA32-4952EC507AE1}
2742,Shady Lakes Mobile Home Park,CDPH,2256,2012-08-22T19:22:50.000Z,source,,2012-08-22T19:22:50.000Z,{52C4D88D-DAEA-4692-83C8-C8C2DF6B74AC}
2743,CA Parks And Recreation Department - Refugio State Beach,CDPH,338,2013-02-21T14:14:35.000Z,source,,2013-02-21T14:14:35.000Z,{DFE92E66-4C39-41DC-AE13-2F4490283558}
2744,Cypress Acres,CDPH,670,2011-09-06T15:38:43.000Z,source,,2011-09-06T15:38:43.000Z,{BB840DC4-EA62-415A-82A2-FF2E15FC63A9}
2745,Sierra Bella Mutual Water Company,CDPH,2283,2013-02-26T13:14:52.000Z,source,,2013-02-26T13:14:52.000Z,{0DA73AF8-1C0D-47CF-9897-3E68333F69E3}
2746,Lake Morena Trailer Resort,CDPH,1354,2011-09-27T14:13:50.000Z,source,,2011-09-27T14:13:50.000Z,{49B3DAE1-A2CD-40BC-A717-CCF6268417E2}
2747,Lassen View Union Elementary School,CDPH,1387,2013-03-05T12:53:28.000Z,source,,2013-03-05T12:53:28.000Z,{C3606AAC-D1FE-4E7F-BEE0-C012B2D1E115}
2748,US Navy  Naval Const Battalion Center,CDPH,2585,2012-06-08T14:26:02.000Z,source,,2012-06-08T14:26:02.000Z,{6EA4494A-E5E6-4CC3-ADD0-94FFC59C9BF9}
2749,Traver Water,CDPH,2502,2012-08-22T15:38:12.000Z,source,,2012-08-22T15:38:12.000Z,{1C7DB1BE-1A82-4960-874D-F23E18F34466}
2750,Bradley - Lockwood Road Water System,CDPH,258,2011-09-04T11:50:54.000Z,source,,2011-09-04T11:50:54.000Z,{AFBBF3BA-D0F5-475B-8748-70476D167579}
2751,Bernardo Road Water System No 02,CDPH,179,2011-09-04T11:51:33.000Z,source,,2011-09-04T11:51:33.000Z,{D56AE21D-44CC-4CC2-AA36-0A0E7F61EE71}
2752,Navelencia School,CDPH,1714,2011-10-13T09:51:28.000Z,source,,2011-10-13T09:51:28.000Z,{9E7A7EE5-309C-4363-AD58-57B50FFBB688}
2753,Riverview School,CDPH,2090,2011-10-13T13:35:02.000Z,source,,2011-10-13T13:35:02.000Z,{BFAB557B-C93B-4E3A-82F6-DF2F350240C1}
2754,Morro Rock Mutual Water Company,CDPH,1661,2012-03-19T14:56:56.000Z,source,,2012-03-19T14:56:56.000Z,{BCF7CBEE-65C6-463B-BF4C-380C28CE3231}
2756,Ortega Oaks RV Park & Campground,CDPH,1819,2011-09-27T14:49:52.000Z,source,,2011-09-27T14:49:52.000Z,{2E791C48-3620-448E-945A-1BA10D97D942}
2757,La Tierra Heights Mutual,CDPH,1332,2013-08-14T11:29:54.000Z,source,,2013-08-14T11:29:54.000Z,{F39FBAC0-CDF1-4DA4-862F-3A720702B0A5}
2758,Oasis Park Mobile Home Park,CDPH,1772,2012-01-10T16:54:10.000Z,source,,2012-01-10T16:54:10.000Z,{BB9A5560-39E6-4C19-A795-C0F09BA73013}
2760,Beacon West,CDPH,149,2011-09-28T10:25:16.000Z,source,,2011-09-28T10:25:16.000Z,{322D3EBA-7D9C-4127-B0C2-73C9DF0F6FB3}
2761,Casaca Vineyards,CDPH,493,2012-08-22T19:22:50.000Z,source,,2012-08-22T19:22:50.000Z,{FC4E935E-B6CC-477B-8EEC-79B614169841}
2762,CSU Polytechnic University - Pomona,CDPH,662,2011-08-25T11:58:16.000Z,source,,2011-08-25T11:58:16.000Z,{5F2BAF9D-E572-4388-A945-5CECB836B5D5}
2763,Station House Inn,CDPH,2374,2015-11-23T14:01:17.000Z,JCOMMON,,2011-10-03T16:47:56.000Z,{94B6556A-98D3-41ED-95AE-AE8103819082}
2764,Del Oro Water Company - Walnut Ranch,CDPH,703,2011-06-27T15:19:15.000Z,source,,2011-06-27T15:19:15.000Z,{8D9110AF-9545-4BFF-92A5-5D1A12808133}
2766,Los Vaqueros Marina Building,CDPH,1493,2011-09-16T17:07:29.000Z,source,,2011-09-16T17:07:29.000Z,{F4EA187F-5928-460C-9E3D-4581E2E55629}
2767,Franks Marina,CDPH,930,2011-09-27T15:08:51.000Z,source,,2011-09-27T15:08:51.000Z,{93FAC329-77B9-495A-88CB-55F74C51E805}
2768,Willowest Marina Water System,CDPH,2745,2011-09-28T15:25:05.000Z,source,,2011-09-28T15:25:05.000Z,{837A2D12-077F-45A8-8021-64C3BFC661C5}
2769,Pleasant Valley Baptist Church,CDPH,1937,2011-09-07T10:21:09.000Z,source,,2011-09-07T10:21:09.000Z,{9471FF89-13F9-4F98-802F-0DE15B19EFEE}
2770,Fresno County Service Area No 10 Cumorah Knolls,CDPH,939,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{B357B1FE-518E-4125-ADDD-63DCAB47C609}
2771,Fresno County  Parks Department  Choinumni Campground,CDPH,936,2011-10-17T11:04:12.000Z,source,,2011-10-17T11:04:12.000Z,{1C915354-FB36-492E-8136-758031627016}
2772,Reesedale Mutual,CDPH,2043,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{568254B7-60CF-406D-9E74-76A7CFCB8370}
2773,Del Oro East Plano District,CDPH,695,2012-08-22T15:38:17.000Z,source,,2012-08-22T15:38:17.000Z,{7B146FDB-4F9E-432C-A270-79DE0F0070E9}
2774,US Forest Service - Baker/Deadman Campground,CDPH,2557,2012-04-11T15:39:53.000Z,source,,2012-04-11T15:39:53.000Z,{962A2766-4D70-4BE5-94D7-8EA0807D348E}
2776,Madrone Montessori School,CDPH,1522,2011-10-03T14:53:53.000Z,source,,2011-10-03T14:53:53.000Z,{57E45DE6-1491-4C6B-A13A-75A6A58105E2}
2778,El Camino Real Water System No 16,CDPH,812,2011-09-04T11:50:02.000Z,source,,2011-09-04T11:50:02.000Z,{0601237F-4564-4177-BE53-9CFB600C5EAC}
2779,Sunny Mesa Water System,CDPH,2418,2013-04-18T14:18:22.000Z,source,,2013-04-18T14:18:22.000Z,{65C7933A-2F69-4487-AFF8-8281CAAF8934}
2780,Ranch Road Estates Mutual Water Company,CDPH,1998,2012-11-14T12:12:25.000Z,source,,2012-11-14T12:12:25.000Z,{C245D93B-B3E6-45A5-8F07-2E54B575BA7A}
2781,Western Heights Mutual Water Company,CDPH,2694,2012-04-17T14:57:04.000Z,source,,2012-04-17T14:57:04.000Z,{4A0E0AF2-164D-4277-A666-83169D6569BA}
2782,Alexander Valley Acres Water Company,CDPH,29,2012-06-13T22:44:28.000Z,source,,2012-06-13T22:44:28.000Z,{BDEB5617-18C0-42DD-A36C-2B36ACBCA9B1}
2783,Fresno County Service Area No 44c Riverview Estates,CDPH,949,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{E2AC33E3-B407-4A58-92B9-C1F1874F2CFD}
2784,Brisbane  City Of,CDPH,270,2015-10-02T13:49:29.000Z,WARNOLD,Georeferenced San Mateo 2010 General Plan LAFCo & NAIP 2012 Aerial,2010-10-08T17:09:26.000Z,{36F06279-7BF4-4610-BBE9-79AEA93EBCF7}
2785,New Beginnings Church,CDPH,1720,2012-03-28T15:02:06.000Z,source,,2012-03-28T15:02:06.000Z,{C9740793-BBCE-4D5D-9652-7FEE96EE4DCC}
2786,Baumann Road Water System No 01,CDPH,142,2011-09-04T11:50:27.000Z,source,,2011-09-04T11:50:27.000Z,{FB080ACB-C9DC-4860-8A6B-EFCA86A29BB2}
2787,Occidental Community Service District,CDPH,1774,2013-02-13T15:30:36.000Z,source,,2013-02-13T15:30:36.000Z,{40CABAFD-FCB6-498A-A360-94EB8E0B4CF8}
2788,Sierra Meadows,CDPH,2291,2011-12-14T11:56:07.000Z,source,,2011-12-14T11:56:07.000Z,{AD8AF956-0D05-4A1F-AEF5-E9369FA535DE}
2789,Calistoga Farm Worker Center,CDPH,431,2011-08-31T11:34:11.000Z,source,,2011-08-31T11:34:11.000Z,{2C940E93-7405-4DF6-B308-0B8E5FDED795}
2790,Hacienda Vasquez Mobile Home Park,CDPH,1117,2012-01-05T11:21:10.000Z,source,,2012-01-05T11:21:10.000Z,{26DFD5D2-14E2-4BA5-97DA-D47ACDAA816E}
2791,Conundrum Winery Water System,CDPH,616,2011-09-04T11:51:50.000Z,source,,2011-09-04T11:51:50.000Z,{0299A7BF-904F-463D-994F-7BA7D0FAFA51}
2792,Spring Valley School,CDPH,2361,2011-07-27T14:42:52.000Z,source,,2011-07-27T14:42:52.000Z,{27D51826-951C-413E-938C-B1708CE18769}
2793,Fresno County Service Area No No 47 Quail Lake Estates,CDPH,959,2011-10-27T16:30:13.000Z,source,,2011-10-27T16:30:13.000Z,{649B8D11-834A-477C-BD48-A9C323ED7290}
2795,Britz / Five Point System,CDPH,272,2011-10-27T11:29:48.000Z,source,,2011-10-27T11:29:48.000Z,{926C47B1-C327-491F-9E8E-08744E8576B9}
2796,Bass Lake Heights Mutual Water,CDPH,139,2011-06-27T11:37:35.000Z,source,,2011-06-27T11:37:35.000Z,{F056443B-0631-4696-BFF7-0B1CEC1B64D0}
2797,Central Mutual Water Company,CDPH,518,2012-08-22T15:38:14.000Z,source,,2012-08-22T15:38:14.000Z,{DAF1E661-DCCE-4D34-8E66-FFDC9E4DBB0F}
2798,Pacific Heights Mobile Home Park,CDPH,1833,2011-07-26T15:17:42.000Z,source,,2011-07-26T15:17:42.000Z,{CA00BFC8-9473-402A-9066-3AE1F4F7B4D8}
2799,Barstow Dagget Airport,CDPH,137,2013-06-06T16:50:37.000Z,source,,2013-06-06T16:50:37.000Z,{D5AB09EB-C988-427E-AECF-5A6178AB2E39}
2800,Summit Pines Apartments,CDPH,2409,2011-10-04T16:22:16.000Z,source,,2011-10-04T16:22:16.000Z,{C380E955-A1D4-42B5-B903-2649B781C8BA}
2801,Assisi Mutual Water Company,CDPH,105,2011-09-04T11:47:24.000Z,source,,2011-09-04T11:47:24.000Z,{AE8606EA-9230-4EA8-AB60-029F350D1315}
2802,Madera County Maintenance District No 19 - Parkwood,CDPH,2888,2012-02-17T16:31:07.000Z,source,,2012-02-17T16:31:07.000Z,{F6AED380-2A9A-4311-AAF4-3620C9EF4DB8}
2804,Resthaven Mobile Home Park,CDPH,2048,2011-09-26T11:50:49.000Z,source,,2011-09-26T11:50:49.000Z,{78E1A60D-2D30-4187-AB40-18D64090D2AE}
2805,Aspendell Mutual Water Company,CDPH,104,2013-01-22T09:51:21.000Z,source,,2013-01-22T09:51:21.000Z,{D55E0BF7-DABD-4176-82AC-7F3769FE4E4C}
2806,Triumphant Life Camp,CDPH,2509,2012-03-02T08:32:22.000Z,source,,2012-03-02T08:32:22.000Z,{09E0B026-1DF1-47B4-8F91-685628A4DDA0}
2807,Laguna Seca Recreation Water System,CDPH,1337,2011-09-04T11:51:13.000Z,source,,2011-09-04T11:51:13.000Z,{8FA038B1-DA2A-4631-A2E5-359F6BE6CBDA}
2808,Cove Island Resort,CDPH,643,2011-10-14T16:11:59.000Z,source,,2011-10-14T16:11:59.000Z,{0011B088-CD50-47E4-89C8-598C41037134}
2809,Pineview Mobile Home Park,CDPH,1915,2017-03-01T08:29:26.000Z,JSBROWN,Within the City of Susanville,2012-01-04T14:54:09.000Z,{1FB790D0-BC78-4813-AA81-DBB09D728A62}
2810,End-O-Valley Mutual Water Company,CDPH,847,2015-09-11T11:45:29.000Z,WARNOLD,Sonoma LAFCo and Information Systems Department (ISD) SoCo MWC GIS data,2013-02-13T14:41:13.000Z,{23B4D4D9-E61E-4D56-AC4B-7D376C58E0DE}
2811,Big Bend Mobile Home Park,CDPH,201,2011-07-26T16:45:25.000Z,source,,2011-07-26T16:45:25.000Z,{40B7C24A-F848-42C2-ACF7-85EDDD4AE8D7}
2812,Whispering Pines Inn,CDPH,2716,2011-09-16T15:00:48.000Z,source,,2011-09-16T15:00:48.000Z,{E2B2005E-6CA1-4A2F-A50E-A504DDE19D39}
2813,California Water Service Company - Upper Bodfish Water System,CDPH,426,2012-02-07T11:19:58.000Z,source,,2012-02-07T11:19:58.000Z,{63FBEF54-E84F-4E2F-AB48-E440D190ED11}
2814,Palmaz Vineyards,CDPH,1848,2013-04-03T22:44:56.000Z,source,,2013-04-03T22:44:56.000Z,{AA52053C-47A3-400E-A824-02A1B6E0FCD8}
2815,Gus's Water,CDPH,1115,2012-12-07T11:36:19.000Z,source,,2012-12-07T11:36:19.000Z,{E9ED0724-7C46-4CA4-B2F4-D37735F43697}
2816,60th Street Association Water System,CDPH,4,2011-12-19T14:20:16.000Z,source,,2011-12-19T14:20:16.000Z,{8D7F5F76-6DD5-4E83-96AE-3ADF0014452C}
2817,Grassy Flat Campground,CDPH,1078,2011-09-29T16:41:02.000Z,source,,2011-09-29T16:41:02.000Z,{7CAA31DC-E534-4C80-89C1-535F363E55CF}
2818,Grimmway Farms Frozen Foods,CDPH,1103,2013-05-24T11:22:10.000Z,source,,2013-05-24T11:22:10.000Z,{9DD46F02-5E3A-4A2E-A173-E6AC7B397A89}
2819,Fresno County Waterworks District No 38 Sky Harbour,CDPH,956,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{F74DB1D2-AE2D-4448-B4B7-745383712EFC}
2820,Woodville Public Utilities District,CDPH,2773,2012-08-22T15:38:27.000Z,source,,2012-08-22T15:38:27.000Z,{AEA2E2BE-6D24-4C90-A52D-904FC6627586}
2821,Willow Springs Mobile Home Park,CDPH,2744,2011-12-09T16:52:10.000Z,source,,2011-12-09T16:52:10.000Z,{AB550898-2B41-43EE-905A-F0CD1EBEE8F6}
2822,Camphora Apartments,CDPH,465,2011-09-04T11:50:35.000Z,source,,2011-09-04T11:50:35.000Z,{8AC8B8BC-63BB-4E3C-AD04-F356C8B8EE18}
2823,Manzanita Park Water System,CDPH,1541,2011-09-04T11:51:20.000Z,source,,2011-09-04T11:51:20.000Z,{D09BB26B-34F7-4201-9504-CA3D72634BF9}
2824,Country Manor Mobile Home Park in San Joaquin County,CDPH,634,2011-09-23T18:11:57.000Z,source,,2011-09-23T18:11:57.000Z,{25A4BEBF-76C8-426C-9480-CFE1620152DE}
2825,Meridian Road Water System No 09,CDPH,1594,2011-09-04T11:51:00.000Z,source,,2011-09-04T11:51:00.000Z,{7C84D5B2-59E6-433A-8D2A-5E6E4E95E6DB}
2826,Big Pine Trees Improvement & Water,CDPH,210,2013-06-05T09:14:09.000Z,source,,2013-06-05T09:14:09.000Z,{8CFFCE8C-B777-495C-B248-F57EE37D87AC}
2827,Olam Tomato Processors,CDPH,1786,2011-09-15T16:32:10.000Z,source,,2011-09-15T16:32:10.000Z,{E89EE5A0-6C6B-400F-AA46-72A92204F72B}
2828,Nuevo Water Company,CDPH,1757,2013-10-03T13:41:35.000Z,source,,2013-10-03T13:41:35.000Z,{C13A61B0-65B5-498E-BECA-D853CB312A56}
2829,South Fork Middle School,CDPH,2340,2013-02-12T15:17:38.000Z,source,,2013-02-12T15:17:38.000Z,{55C25F65-AA8F-4D7D-B665-6B2E82616A4A}
2831,Kings Canyon Lodge,CDPH,1296,2011-10-18T10:46:10.000Z,source,,2011-10-18T10:46:10.000Z,{8DDEF605-826C-4146-B38D-9F24B97EF18B}
2832,Mount Weske Estates Mutual Water Company,CDPH,1665,2011-06-15T11:48:26.000Z,source,,2011-06-15T11:48:26.000Z,{21A68A3C-45D1-45BD-A935-42D8616393DE}
2833,Prunedale School Water System,CDPH,1976,2011-09-04T11:50:16.000Z,source,,2011-09-04T11:50:16.000Z,{A33778D8-6C4C-431A-AEA9-EB70DF1D9475}
2834,Sanger Sewage Treatment Plant,CDPH,2206,2011-10-18T15:57:41.000Z,source,,2011-10-18T15:57:41.000Z,{F2D6508E-B63A-4330-9473-8F9E1F97F134}
2835,Indianola School,CDPH,1235,2011-10-12T17:10:33.000Z,source,,2011-10-12T17:10:33.000Z,{47034C22-F1F4-4BBF-B4F6-138F25C04C6D}
2836,A & A Mobile Home Park,CDPH,6,2012-08-22T15:38:10.000Z,source,,2012-08-22T15:38:10.000Z,{0EE099C0-070D-40A2-85B2-220C7B0D59C3}
2837,Kingsburg  City Of,CDPH,1304,2013-02-21T10:10:29.000Z,source,,2013-02-21T10:10:29.000Z,{2FF4EE5D-E751-4F3A-9781-E1E69CA3CB24}
2838,Muscoy Mutual Water Company,CDPH,1690,2013-04-23T10:36:02.000Z,source,,2013-04-23T10:36:02.000Z,{D1643C2E-240B-44F8-A99A-75F05D1DB56F}
2839,Esperanza Road Water System,CDPH,853,2011-09-04T11:51:45.000Z,source,,2011-09-04T11:51:45.000Z,{0F709AE3-AD55-43F0-B095-9AA46CF35797}
2840,Kings Canyon Mobile Home Park,CDPH,1297,2012-08-22T19:22:52.000Z,source,,2012-08-22T19:22:52.000Z,{CE9B2CD4-3C53-410D-98EE-545F117ABF4A}
2841,Norris Canyon Property Owners Association,CDPH,1737,2011-07-22T13:07:08.000Z,source,,2011-07-22T13:07:08.000Z,{869625B4-0FDA-4B4C-ADA6-B1D762E0A081}
2842,Dunlap K-8 School,CDPH,764,2011-10-12T16:59:20.000Z,source,,2011-10-12T16:59:20.000Z,{C60393D1-96A6-444F-9B64-AC0DB55AC7CC}
2843,USA Waste Of California,CDPH,2595,2011-10-24T16:56:50.000Z,source,,2011-10-24T16:56:50.000Z,{B9B63B1E-864E-42B6-B756-D5884BEE0E08}
2844,Tract 349 Mutual Water Company,CDPH,2494,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{9DAFFEC7-0BBD-4847-BA13-2DEA0EEA130A}
2845,Lazy M Marina,CDPH,1401,2011-09-20T15:54:57.000Z,source,,2011-09-20T15:54:57.000Z,{E401AF7E-CF69-4801-AF13-B7AB5F372F0A}
2846,US National Aeronautics Space Agency Ames Research Center,CDPH,2581,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{DE133243-60C8-41C0-9D85-36AD99BA6355}
2847,Fresno Hmong Alliance Church,CDPH,960,2011-10-21T16:00:18.000Z,source,,2011-10-21T16:00:18.000Z,{175EBCFF-4A74-47F1-A18F-2F06E8520270}
2848,Butte Court Mobile Home Park,CDPH,296,2011-09-29T13:30:38.000Z,source,,2011-09-29T13:30:38.000Z,{BD5F143E-8B2C-463C-B57D-A5BF96BB1DC8}
2849,Lakeridge Camping and Boating Resort,CDPH,1361,2011-10-14T16:52:07.000Z,source,,2011-10-14T16:52:07.000Z,{25D8E93D-1473-4000-B259-22B747A63CDC}
2850,Apple Valley Ranchos Water Company,CDPH,87,2017-05-02T15:20:25.000Z,SERYSIAN,,2012-03-08T10:28:25.000Z,{449BD120-71FC-4214-8D1A-9E5902DCF20A}
2851,Paradise Road Water System No 09,CDPH,1863,2011-09-04T11:50:13.000Z,source,,2011-09-04T11:50:13.000Z,{E1241DD7-0153-4ECC-9E6D-48A9D1DF91D6}
2852,Jackson Valley Energy Partners,CDPH,1254,2015-08-24T10:03:22.000Z,JCOMMON,,2011-07-25T16:03:49.000Z,{6992460B-5933-4B1C-9E4D-86EF9A969B7D}
2854,Sunrise Mutual Water Company,CDPH,2427,2012-08-22T15:38:18.000Z,source,,2012-08-22T15:38:18.000Z,{986EA2F5-868C-4379-8AD4-6B5BCD729E85}
2855,Sunnyside Farms Mutual,CDPH,2421,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{73AB19EB-6F06-4D11-8302-5572BB6CE4F5}
2856,Centerville School,CDPH,508,2012-02-27T14:19:51.000Z,source,,2012-02-27T14:19:51.000Z,{620841B9-E0FF-4EB7-84E3-086C9FC519CB}
2857,Madera County Service Area No 03 - Parksdale,CDPH,1516,2013-08-21T13:22:30.000Z,source,,2013-08-21T13:22:30.000Z,{EC281DDE-1653-4333-9EDF-E5C5825E0B8A}
2858,Johnny Quik Store No 127,CDPH,1265,2011-10-24T14:58:15.000Z,source,,2011-10-24T14:58:15.000Z,{0A91BBDB-6E29-449C-8D76-A34D97B0A97B}
2859,Pine Flat Water Company,CDPH,1907,2012-08-22T15:38:28.000Z,source,,2012-08-22T15:38:28.000Z,{C752B9B4-D2B3-40DF-A013-AABBB0F35DE4}
2860,Linns Court Mutual Water,CDPH,1438,2011-12-13T18:47:23.000Z,source,,2011-12-13T18:47:23.000Z,{2915CA08-73D5-4E97-86E3-C9AEEEF3DE23}
2861,Pacific Service Employees Association Camp Desabla,CDPH,1835,2011-07-26T13:56:05.000Z,source,,2011-07-26T13:56:05.000Z,{4EF565EF-7608-440A-BBBE-F0D30EE5D664}
2862,Sportsmans Paradise,CDPH,2358,2011-11-02T16:18:26.000Z,source,,2011-11-02T16:18:26.000Z,{75B56E33-90CC-4754-A547-40D472091094}
2864,Fairview Water Company,CDPH,869,2011-06-27T11:24:50.000Z,source,,2011-06-27T11:24:50.000Z,{9D261F3F-7266-400C-AF14-08F915165753}
2865,Diaz Lake Campground,CDPH,733,2012-12-05T19:12:08.000Z,source,,2012-12-05T19:12:08.000Z,{2EB8690B-4631-4797-AD37-AE744E14EA1B}
2866,CA Corrections Department  Corrections Training Facility - Soledad,CDPH,318,2013-04-05T11:52:11.000Z,source,,2013-04-05T11:52:11.000Z,{3179207E-45E5-473D-A3A3-92224D7C3381}
2867,Chateau Julien Water System,CDPH,532,2011-09-04T11:51:34.000Z,source,,2011-09-04T11:51:34.000Z,{6167DF5C-2AE3-4962-B894-C769B6C9A0D4}
2869,Pistante's Coyote Den,CDPH,1924,2011-10-04T13:53:22.000Z,source,,2011-10-04T13:53:22.000Z,{8A384018-FA23-44AB-A074-B78BF8966B8C}
2870,Blue Angel Apartments in Sutter County,CDPH,233,2012-12-14T15:29:17.000Z,source,,2012-12-14T15:29:17.000Z,{BACE2C70-5C4C-46F9-8C08-A5D3B3D91AE7}
2871,Ponderosa Oaks Water Company,CDPH,1950,2011-09-04T11:50:51.000Z,source,,2011-09-04T11:50:51.000Z,{02CF1FED-D3E3-4793-9EF2-A71F7DC1374B}
2872,Shamrock Mobile Home Park,CDPH,2262,2011-09-26T16:47:59.000Z,source,,2011-09-26T16:47:59.000Z,{F184B159-4210-4192-92D2-9CD64F485886}
2873,Beach Creek Mobile Home Park,CDPH,147,2011-11-01T10:16:41.000Z,source,,2011-11-01T10:16:41.000Z,{BCB08343-D3FC-4B68-A62B-426171505AA4}
2874,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,CDPH,1481,2013-04-01T13:34:50.000Z,source,,2013-04-01T13:34:50.000Z,{6DA4CF13-21C1-4A31-A3B7-32647432C7C3}
2875,Hegan Lane Partnership,CDPH,1148,2011-07-28T14:25:41.000Z,source,,2011-07-28T14:25:41.000Z,{EFF0C598-2D26-4020-BC3F-344936BD2EBF}
2876,National American Corporation - Lake Minden,CDPH,1706,2012-03-14T11:52:13.000Z,source,,2012-03-14T11:52:13.000Z,{0A50D2E8-C945-4030-B37C-6CA2C85DE2D6}
2877,East Valley Farms Mutual Water,CDPH,792,2012-06-08T12:16:12.000Z,source,,2012-06-08T12:16:12.000Z,{A2D9E9F6-89FD-4D8A-ABFD-0D62F74C24A6}
2878,Scottys Trailer Park,CDPH,2238,2011-07-27T11:47:54.000Z,source,,2011-07-27T11:47:54.000Z,{5412ADAB-8995-4504-AC79-A3F6C2E310D9}
2879,Waystation Saloon Water System,CDPH,2671,2011-09-04T11:51:36.000Z,source,,2011-09-04T11:51:36.000Z,{9EEA008B-559D-4438-A619-85F0AF5DC9C7}
2880,Boy Scouts Of America - Camp Lassen,CDPH,255,2011-09-06T13:54:55.000Z,source,,2011-09-06T13:54:55.000Z,{EB0150FA-E92E-4FE2-9833-93E08683A069}
2881,Follows Camp,CDPH,903,2012-01-26T10:43:39.000Z,source,,2012-01-26T10:43:39.000Z,{4539DBA9-212B-4510-B0D3-33D2F73656E3}
2882,Monterey Regional Water Pollution Control Agency  Treatment Plant Water System,CDPH,1652,2011-09-04T11:51:31.000Z,source,,2011-09-04T11:51:31.000Z,{B3BAD100-9524-49F8-B2D6-A0D6871976D7}
2883,San Joaquin  City Of,CDPH,2170,2011-10-27T16:13:41.000Z,source,,2011-10-27T16:13:41.000Z,{7E514DA1-E5DD-4C53-BADA-9DB3B8A7B260}
2884,Wind Wolves Preserve,CDPH,2749,2013-01-30T21:13:41.000Z,source,,2013-01-30T21:13:41.000Z,{105C999A-06C1-42C9-B56C-217318FAA1C6}
2885,Mt View Sanitary District,CDPH,1680,2011-09-29T11:53:11.000Z,source,,2011-09-29T11:53:11.000Z,{7424705D-DEAF-48F6-B7D9-C274A8E38BC4}
2886,Glen Oaks Water System No 01,CDPH,1003,2011-09-04T11:50:59.000Z,source,,2011-09-04T11:50:59.000Z,{7C58B546-2B89-4C53-83D7-5E184BC468CB}
2887,Soledad Mission Water System,CDPH,2324,2011-09-04T11:50:40.000Z,source,,2011-09-04T11:50:40.000Z,{7D547942-FBCC-4E99-839B-454F2A22B32F}
2888,Houlding Farms,CDPH,1204,2011-10-26T17:16:56.000Z,source,,2011-10-26T17:16:56.000Z,{08DC0D49-23A1-434A-94A1-8E3BE97D2E3A}
2889,Willow Glenn Mobile Home Park,CDPH,2741,2011-07-29T14:26:15.000Z,source,,2011-07-29T14:26:15.000Z,{E5DC6CCC-9B0A-464D-9C76-E22CE4348C3B}
